KEGGID	Name	GeneList
D01431	PA, Panacid (TN), Piromidic acid (JAN/INN)	 
D01432	Exatecan mesilate hydrate (JAN), Exatecan mesylate (USAN), Exatecan mesylate hydrate	7150
D01433	Vitacampher (TN), pi-Oxocamphor, trans-pi-Oxocamphor (JAN)	 
D01434	Allomidon (TN), Deprodone propionate (JAN)	2908
D01435	Ethoheptazine citrate (JAN)	4988
D01436	Clorexolone (JAN/USAN/INN)	 
D01437	Nifenazone (JAN/INN)	 
D01438	Hypnodin (TN), Perlapine (JAN/USAN/INN)	 
D01439	Perisoxal citrate (JAN)	 
D01440	Etafenone hydrochloride (JAN)	 
D01441	Gleevec (TN), Glivec (TN), Imatinib mesilate (JAN), Imatinib mesylate (USAN)	25, 3815, 5156
D01442	Hydrocortisone succinate (JP17)	2908
D01443	Decanohydroxamic acid (JAN)	 
D01444	Betrilol (TN), Bunitrolol hydrochloride (JAN)	146, 147, 148, 153, 154, 155
D01445	Cerocral (TN), Ifenprodil tartrate (JP17)	146, 147, 148
D01446	Magnesium carbonate (JP17/USP), Magnesium carbonate (TN)	 
D01447	Thioproperazine mesilate (JAN), Thioproperazine mesylate	1813
D01448	Trifluoperazine (TN), Trifluoperazine maleate (JAN)	1813
D01449	Carpipramine maleate (JAN), Defekton (TN)	 
D01450	Bupivacaine hydrochloride (USP), Bupivacaine hydrochloride hydrate (JP17), Marcaine (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D01451	Buscopan (TN), Butylscopolamine bromide, Scopolamine butylbromide (JP17)	1128, 1129, 1131, 1132, 1133
D01452	Isopropyl unoprostone (JAN), Rescula (TN), Unoprostone isopropyl	5737
D01453	Caffeine (TN), Caffeine hydrate (JP17), Caffeine monohydrate	134, 135, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5153, 8654
D01454	Bupranolol hydrochloride (JP17)	153, 154, 155
D01455	Cibenol (TN), Cibenzoline succinate (JP17), Cifenline succinate (USAN), Cipralan (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D01456	Tetragastrin (JAN)	 
D01457	Cycotiamine hydrochloride (JAN)	 
D01458	Pecilocin (INN), Variotin (JAN)	 
D01459	Mesna (JAN/USAN/INN), Mesnex (TN), Uromitexan (TN)	 
D01460	Homochlorcyclizine dihydrochloride, Homochlorcyclizine hydrochloride (JP17), Homoclomin (TN), SA 97 dihydrochloride	3269
D01461	Bolandiol dipropionate (JAN/USAN)	 
D01462	Lisuride maleate (JAN)	1813, 1814, 1815
D01463	Dipenine bromide, Diponium bromide (JAN/INN)	1128, 1129, 1131, 1132, 1133
D01464	Flumetasone pivalate (JAN/BAN), Flumethasone pivalate (USP), Locorten (TN)	2908
D01465	Ekonal (TN), Nizofenone fumarate (JAN)	 
D01466	Ethenzamide (JP17/INN), Ethenzamide (TN)	 
D01467	Altat (TN), Roxatidine acetate hydrochloride (JP17/USAN)	3274
D01468	Emilace (TN), Nemonapride (JAN/INN)	1813
D01469	Amosulalol hydrochloride (JP17), Lowgan (TN)	146, 147, 148, 153, 154
D01470	Phenylpropanol (JAN)	 
D01471	(S)-Atenolol, Esatenolol (JAN/INN)	153
D01472	Bonalfa high (TN), Curatoderm (TN), Tacalcitol hydrate (JP17)	7421
D01473	FMOX, Flomoxef sodium (JP17), Flumarin (TN), S 6315	 
D01474	Iodixanol (JAN/USP/INN), Visipaque (TN)	 
D01475	FP 83, Flurbiprofen axetil (JAN), Ropion (TN)	5742, 5743
D01476	Nandrolone cyclohexylpropionate (JAN), Sanabolicum (TN)	367
D01477	Insidon (TN), Opipramol hydrochloride (JAN/USAN)	10280, 1813, 3269, 3356, 3357, 3358
D01478	Ebastine (JP17/USAN/INN), Kestine (TN)	3269
D01479	Ambroxol hydrochloride (JAN), Hustless (TN)	 
D01480	Adestan-G (TN), Isoconazole nitrate (JAN)	 
D01481	Dihydro (TN), Dihydrocodeine phosphate (JP17)	4988
D01482	Pipamperone hydrochloride (JAN)	1813
D01483	Fominoben hydrochloride (JAN), Noleptan (TN)	 
D01484	Tinoridine hydrochloride (JAN)	 
D01485	Neuleptil (TN), Periciazine, Propericiazine (JAN)	146, 147, 148, 1813, 3356, 3357, 3358
D01486	Rolitetracycline nitrate (JAN/USAN)	 
D01487	Spiclomazine hydrochloride (JAN)	 
D01488	Calcium beta-glycerophosphate, Calcium glycerophosphate (JAN), Calcium glycerophosphate (TN)	 
D01489	Lilacillin (TN), Sulbenicillin sodium (JP17)	 
D01490	Isoaminile citrate (JAN)	 
D01491	Butropium bromide (JP17/INN), Coliopan (TN)	1128, 1129, 1131, 1132, 1133
D01492	Bucumolol hydrochloride (JP17)	153, 154
D01493	Nitrogen mustard N-oxide hydrochloride (JAN)	 
D01494	Hyperband (TN), Paraformaldehyde (JP17)	 
D01495	Asverin (TN), Tipepidine hibenzate (JP17)	 
D01496	Drotebanol (INN), Metebanyl (TN), Oxymetebanol (JAN)	 
D01497	Improsulfan tosilate (JAN)	 
D01498	Butoctamide hydrogen succinate, Butoctamide semisuccinate (JAN), Listomin S (TN)	 
D01499	Melysin (TN), Pivmecillinam hydrochloride (JP17)	 
D01500	Cerekinon (TN), Trimebutine maleate (JP17)	4986, 4988
D01501	Isoniazid calcium pyruvinate (JAN), Pyruvic acid calcium isoniazid	 
D01502	Saforide (TN), Silver diammine fluoride (JAN)	 
D01503	Antimony sodium tartrate (JAN/USP), Stibnal (TN)	 
D01504	Adobiol (TN), Bufetolol hydrochloride (JP17)	153, 154, 155
D01505	Domin (TN), Talipexole hydrochloride (JAN)	1813
D01506	Astomin (TN), Dimemorfan phosphate (JP17)	 
D01507	Muscalm (TN), Tolperisone hydrochloride (JP17)	 
D01508	Phenylacetylglycine dimethylamide (JAN)	 
D01509	Bisdequalinium diacetate (JAN)	 
D01510	Dexamethasone metasulfobenzoate sodium (JAN), Dexamethazone metasulfobenzoate sodium, Dexapos, Santeson (TN)	2908
D01511	d.d-T-Cyphenothrin (JAN)	 
D01512	Befunolol hydrochloride (JAN), Bentos (TN)	153, 154, 155
D01513	Alminoprofen (JP17/INN), Minalfen (TN)	5742, 5743
D01514	Etizolam (JP17/INN), Sedekopan (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01515	Iproheptine Hydrochloride (JAN)	 
D01516	Tocoretinate, Tretinoin tocoferil (JAN)	5914, 5915, 5916
D01517	CTZ, Ceftezole sodium (JAN), Celoslin (TN), Falomesin (TN)	 
D01518	Alfacalcidol (JAN/INN), Alsiodol (TN)	7421
D01519	Ethyl p-(2-piperidinoacetamido)benzoate, Ethyl piperidinoacetylaminobenzoate (JAN), Nichicaine (TN), Sulcain (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D01520	Levomepromazine hydrochloride (JAN/USAN), Nozinan (TN)	1813
D01521	Glymor (TN), Pipethanate hydrochloride (JAN)	1128, 1129, 1131, 1132, 1133
D01522	Gramalil (TN), Tiapride hydrochloride (JP17)	1813
D01523	Arbekacin sulfate (JP17), Habekacin (TN)	 
D01524	Alloclamide hydrochloride (JAN)	 
D01525	Auzei (TN), Carbazochrome sodium sulfonate hydrate (JP17)	 
D01526	Sulfaisodimidine, Sulfisomidine (JAN), Sulfisomidine (TN)	 
D01527	Dihydrin (TN), Epidihydrocholesterin (JAN)	5742
D01528	CXD, Cefroxadine (USAN), Cefthan-DS (TN)	 
D01529	Gefanil (TN), Gefarnate (JP17/INN)	 
D01530	Juvela nicotinate (TN), Tocopherol nicotinate (JP17), dl-alpha-Tocopherol nicotinate	 
D01531	Karunomazin (TN), PPA, Pipemidic acid hydrate (JP17)	 
D01532	Bevonium methyl sulfate, Bevonium methylsulfate (JAN), Bevonium metilsulfate (INN)	1128, 1129, 1131, 1132, 1133
D01533	Mesanolon (TN), Mestanolone (JAN/INN)	367
D01534	Drolban (TN), Dromostanolone propionate (USAN), Drostanolone propionate (JAN), Masteron (TN)	367
D01535	Sizofiran (JAN/INN), Sonifilan (TN)	 
D01536	HP 55, Hydroxypropylmethylcellulose phthalate, Hypromellose phthtalate (JP17/NF)	 
D01537	SR 57746A, Xaliproden hydrochloride (JAN)	3350
D01538	Shinmetane (TN), Valethamate bromide (JAN)	1128, 1129, 1131, 1132, 1133
D01539	Brij 30 (TN), Laureth 4 (USAN), Laureth 9 (USAN), Thesit	 
D01540	Dimethicone (NF), Dimethylpolysiloxane, Dimeticone (JAN/INN), Sentry dimethicone (TN)	 
D01541	Cellacefate (JP17/INN/NF), Cellulose acetate phthalate	 
D01542	Macrogol ester (INN), Myrj 52 (TN), Polyoxyl 40 stearate (JP17/NF), Polyoxyl 50 stearate, Polyoxyl 8 stearate (USAN)	 
D01543	Arlidin (TN), Buphenine hydrochloride, Nylidrin hydrochloride (JAN)	 
D01544	C.M.C. (TN), Carboxymethylcellulose sodium (USP), Carmellose sodium (JP17), Celluvisc (TN)	 
D01545	Aceclofenac (JAN/INN), Aceclofenac (TN)	5742, 5743, 9536
D01546	Dosulepin (TN), Dosulepin hydrochloride (JAN), Dothiepin hydrochloride (USAN)	6530, 6532
D01547	CN 100, Peon (TN), Zaltoprofen (JP17/INN)	5742, 5743
D01548	Cremin (TN), Mosapramine hydrochloride (JAN)	1813, 1814, 1815
D01549	Imidapril hydrochloride (JP17), Tanatril (TN)	1636
D01550	Liranaftate (JAN/INN), Zefnart (TN)	 
D01551	Beraprost sodium (JP17/USAN), Procylin (TN)	5739
D01552	Edaravone (USAN/JP17/INN), Radicava (TN), Radicut (TN)	 
D01553	Calslot (TN), Manidipine dihydrochloride, Manidipine hydrochloride (JP17)	775, 776, 778, 779
D01554	Pilsicainide hydrochloride, Pilsicainide hydrochloride hydrate (JP17), SUN 1165 (TN), Sunrythm (TN)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D01555	Ioversol (JAN/USP/INN), Optiray (TN)	 
D01556	Cetrimonium pentachlorophenete, Trimethylcetylammonium pentachlorophenate (JAN)	 
D01557	Ethylene glycol salicylate, Glycol salicylate (JAN), Norgesic (TN), Phlogont (TN)	5742, 5743
D01558	1-Naphthylacetic acid (JAN), alpha-Naphthylacetic acid	 
D01559	Daiace (TN), Ethyl L-cysteine hydrochloride (JP17), L-Cysteine, ethyl ester, hydrochloride	 
D01560	Amasulin (TN), CRMN, Carumonam sodium (JP17/USAN)	 
D01561	Potassium bitartrate (USP), Potassium hydrogen tartrate (JAN)	 
D01562	Aranidipine (JAN/INN), Sapresta (TN)	775, 776, 778, 779
D01563	Indigo carmine (TN), Indigocarmine (JP17), Indigotindisulfonate sodium (USP)	 
D01564	Rhythmy (TN), Rilmazafone hydrochloride, Rilmazafone hydrochloride dihydrate, Rilmazafone hydrochloride hydrate (JAN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01565	Indometacin farnesil (JAN), Infree (TN)	5742, 5743
D01566	Gusperimus hydrochloride (JAN), Gusperimus trihydrochloride (USAN), Spanidin (TN)	 
D01567	Kebuzone (INN), Ketophenylbutazone (JAN)	 
D01568	Ajicef (TN), CPIZ, Cefpimizole sodium (JAN/USAN)	 
D01569	Cloperastine fendizoate (JAN), Hustazol (TN)	 
D01570	Iofetamine hydrochloride I 123 (USAN), N-Isopropyl-p-iodoamphetamine (123I) hydrochloride (JAN), Spectamine (TN)	 
D01571	Moxisylyte hydrochloride (JAN), Opilon (TN)	146, 147, 148
D01572	Pam (TN), Pralidoxime iodide (JAN/USAN)	43
D01573	Etilefrine hydrochloride (JP17), Etilefrine hydrochloride (TN)	146, 147, 148, 150, 151, 152, 153, 154, 155
D01574	L-Methylcysteine hydrochloride, Mecysteine hydrochloride, Methyl L-cysteine hydrochloride (JAN), Visclair (TN)	 
D01575	Dequalinium chloride (JAN/INN), Nordman (TN)	 
D01576	Oxeladin citrate (JAN)	 
D01577	Bronopol (JAN/USAN/INN)	 
D01578	Elicapric (TN), Pranoprofen (JP17/INN)	5742, 5743
D01579	Osalmid (JAN/INN)	 
D01580	Lynestrenol (JAN/USAN)	5241
D01581	Arlef (TN), Flufenamic acid (JAN/USAN/INN)	5742, 5743
D01582	Acemetacin (JP17/INN), Rantudil (TN)	5742, 5743
D01583	Esbriet (TN), Pirfenidone (JAN/USAN/INN)	3552, 3553, 3569, 3586, 6347, 7124
D01584	Anetholtrithion (JAN), Athenentol (TN)	 
D01585	Exalamide (JAN/INN)	 
D01586	Diethylaminoethyl diphenylhydroxypropionate hydrochloride (JAN)	 
D01587	Tricaprilin (JAN/USAN)	 
D01588	Domiphen bromide (JAN/USAN/INN), Oradol (TN)	 
D01589	Broncholin (TN), Mabuterol hydrochloride (JAN)	154
D01590	Ethyl linoleate (JAN)	 
D01591	Ethyl 4-nitrophenyl ethylphosphonate (JAN), p-Nitrophenyl-o-ethyl ethylphosphonate	 
D01592	Betahistine mesilate (JP17), Suzutolon (TN)	11255, 3269
D01593	Erimin (TN), Nimetazepam (JAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01594	Bendazac (JAN/USAN/INN), Iwazac (TN)	 
D01595	Phenyliodoundecynoate (JAN)	 
D01596	OTC, Oxytetracycline hydrochloride (JP17/USP), Terramycin (TN)	 
D01597	Clothiapine (USAN), Clotiapine (JAN/INN), Entumin (TN)	 
D01598	Aspara-CA (TN), Calcium L-aspartate, Calcium L-aspartate hydrate (JAN)	 
D01599	Gliclazide (JP17/INN), Glimicron (TN)	6833
D01600	Anacolin, Diphenylpiperidinomethyldioxolan iodide (JAN), Gastrophyllin-A (TN)	1128, 1129, 1131, 1132, 1133
D01601	Acetylsulfamethoxazole (JAN)	 
D01602	Mepitiostane (JP17/INN), Thioderon (TN)	2099, 2100
D01603	Bethanidine sulfate (JAN/USAN), Tenathan (TN)	150, 151, 152, 3758
D01604	Efonidipine hydrochloride, Efonidipine hydrochloride ethanol, Efonidipine hydrochloride ethanolate (JAN), Landel (TN), NZ 105 ethanolate	775, 776, 778, 779
D01605	Arresten (TN), Meticrane (JP17/INN)	6559
D01606	Kyurinett (TN), Trimetazidine hydrochloride (JP17)	 
D01607	Dimorpholamine (JP17), Theraptique (TN)	 
D01608	Clobutinol Hydrochloride (JAN), Silomat (TN)	 
D01609	Cloperastine Hydrochloride (JP17), Hustazol (TN)	 
D01610	Potassium guaiacolsulfonate (JP17), Sulfogaiacol (INN)	 
D01611	Polaprezinc (JAN/INN), Promac (TN)	 
D01612	Laxoberal (TN), Laxoberon (TN), Sodium picosulfate hydrate (JP17)	 
D01613	Azasetron hydrochloride (JAN), Serotone (TN)	170572, 200909, 285242, 3359, 9177
D01614	Acetylkitasamycin (JP17), Neo-leucomycin H (TN)	 
D01615	Dexamethasone 21-palmitate, Dexamethasone palmitate (JAN), Limethason (TN)	2908
D01616	Mylis (TN), Sodium prasterone sulfate hydrate (JP17)	2099, 2100, 367
D01617	Estradiol dipropionate (JAN), Ovahormon (TN)	2099, 2100
D01618	Fradiomycin sulfate (JP17), Mycifradin (TN), Neo-fradin (TN), Neomycin sulfate (USP), Sofratulle (TN)	 
D01619	Hydrocortisone butyrate (JP17/USP), Locoid (TN)	2908
D01620	Atolant (TN), Neticonazole hydrochloride (JAN)	 
D01621	Retinol acetate (JP17)	5914, 5915, 5916
D01622	Infuvite (TN), Riboflavin sodium phosphate (JP17)	 
D01623	Ferrotrenine (JAN/INN)	 
D01624	Anplag (TN), Sarpogrelate hydrochloride (JP17)	3356
D01625	Guronsan (TN), Sodium glucuronate, Sodium glucuronate hydrate (JAN)	 
D01626	Propagermanium (JAN), Serocion (TN)	 
D01627	Diphenylpyraline teoclate (JAN), Piprinhydrinate, Plokon (TN)	3269
D01628	CDTR-PI, Cefditoren pivoxil (JP17), Meiact (TN), Spectracef (TN)	 
D01629	CEMT-PI, Cefetamet pivoxil hydrochloride (JAN), Cefyl (TN)	 
D01630	Propentofylline (JAN/INN)	5141, 5142, 5143, 5144
D01631	Pentagastrin (JAN/USAN/INN), Peptavlon (TN)	887
D01632	Dexamethasone dipropionate (USAN), Dexamethasone propionate (JAN), Hifmeta (TN)	2908
D01633	Enocitabine (JAN/INN), Sunrabin (TN)	 
D01634	Arelix (TN), Piretanide (JAN/USAN/INN)	6557, 6558
D01635	Methoxyphenamine hydrochloride (JAN), Phenamine (TN)	154
D01636	Midecamycin acetate (JP17), Miocamycin, Miocamycin (TN)	 
D01637	Betamethasone dipropionate (JP17/USP), Diprolene (TN), Rinderon-DP (TN), Sernivo (TN)	2908
D01638	Afloqualone (JP17/INN), Airomate (TN)	 
D01639	Tibolone (JAN/USAN/INN)	2099
D01640	Tocamphyl (JAN/USAN/INN)	 
D01641	Hexestrol (JAN/INN)	2099, 2100
D01642	Bismuth subnitrate (JP17/USP), Mammol (TN)	 
D01643	Alumino nippas calcium (TN), Aluminoparaaminosalicylate calcium, Aluminoparaaminosalicylate calcium hydrate (JAN), Aluminoparaaminosalicylate calcium pentahydrate	 
D01644	Ferric ammonium citrate (JAN/USP), Ferriseltz (TN)	 
D01645	Gadodiamide hydrate (JAN), Omniscan (TN)	 
D01646	Gadoversetamide (JAN/USP/INN), Optimark (TN)	 
D01647	Ethyl parahydroxybenzoate (JP17), Ethyl parahydroxybenzoate (TN), Ethylparaben (NF)	 
D01648	Hyoscyamine methylbromide (JAN)	1128, 1129, 1131, 1132, 1133
D01649	Propicillin potassium (JAN)	 
D01650	Proxazole citrate (JAN/USAN), Toness (TN)	 
D01651	Ancitabine hydrochloride (JAN)	 
D01652	Apafant (JAN/USAN/INN)	5724
D01653	Benserazide hydrochloride (JP17)	1644
D01654	Bepotastine besilate (JP17), Bepotastine besylate (USAN), Bepreve (TN), Talion (TN)	3269
D01655	Adefovir dipivoxil (USAN), Adefovir pivoxil (JAN), Hepsera (TN)	 
D01656	Brovincamine fumarate (JAN), Sabromin (TN)	 
D01657	Loramet (TN), Lormetazepam (JAN/USAN/INN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01658	Gaslon N (TN), Irsogladine maleate (JP17)	 
D01659	Siringina (TN), Syrosingopine (JAN/INN)	 
D01660	Aceglutamide aluminum (JAN/USAN), Glumal (TN)	 
D01661	Bucolome (JAN/INN), Paramidin (TN)	 
D01662	Falecalcitriol (JAN/INN), Hornel (TN)	7421
D01663	Quinine ethylcarbonate (JP17), Quinine ethylcarbonate (TN)	 
D01664	Omoconazole nitrate (JAN/USAN)	 
D01665	Basen (TN), Voglibose (JP17/USAN/INN)	2548, 2595, 8972
D01666	Bropirimine (JAN/USAN/INN)	 
D01667	Adecut (TN), Delapril hydrochloride (JAN/USAN)	1636
D01668	Sultamicillin tosilate hydrate (JP17), Sultamicillin tosylate dihydrate, Unasyn (TN)	 
D01669	Tazanol (TN), Tazanolast (JAN/INN)	 
D01670	Nafamostat mesilate (JP17), Nafamostat mesylate (USAN), Ronastat (TN)	 
D01671	Epenard (TN), Eperisone hydrochloride (JP17)	 
D01672	Arodate (TN), Gabexate mesilate (JP17), Gabexate mesylate	3816, 3817, 3818
D01673	Bamethan sulfate (JP17/USAN)	 
D01674	Flivas (TN), Naftopidil (JP17/INN)	146, 147, 148
D01675	Dolinac (TN), Felbinac (JP17/USAN/INN), Felbinac (TN)	5742, 5743
D01676	Acetomenaphtone (JAN)	 
D01677	Nicoboxil (INN), beta-Butoxyethyl nicotinate (JAN)	 
D01678	6-Mercaptopurine riboside (JAN), Thioinosine (JAN)	 
D01679	Calcium oxide (JP17), Lime (USP)	 
D01680	CFPN-PI, Cefcapene pivoxil hydrochloride hydrate (JP17), Flomox (TN), S 1108	 
D01681	Cefovecin sodium (JAN/USAN)	 
D01682	Ceftiofur sodium (JAN/USAN), Ceftiofur sodium (TN)	 
D01683	Ozagrel (TN), Ozagrel hydrochloride, Ozagrel hydrochloride hydrate (JAN)	6916
D01684	Ozagrel sodium (JP17), Ozapen (TN)	6916
D01685	Cetrorelix acetate (JAN/USAN), Cetrotide (TN)	2798
D01686	CFTM-PI, Cefteram pivoxil (JP17), T 2588, Tomiron (TN)	 
D01687	CZON, Cefuzonam sodium (JAN)	 
D01688	Epalrestat (JP17/INN), Kinedak (TN)	231
D01689	Lotemax (TN), Loteprednol etabonate (JAN/USAN)	2908
D01690	Arkin Z (TN), Vesnarinone (JAN/USAN/INN)	5139, 5140
D01691	Hypadil (TN), Nipradilol (JAN/INN)	146, 147, 148, 153, 154, 155
D01692	Alfuzosin hydrochloride (JAN/USAN), Uroxatral (TN)	148
D01693	Decholin (TN), Dehydrocholic acid (JP17/USP/INN), Purified dehydrocholic acid (JP17)	 
D01694	Pantothenyl ethyl ether, Pantothenyl ethylether (JAN)	 
D01695	Lentinan (JAN), Lentinan (TN)	 
D01696	Kbt 1585, Lenampicillin hydrochloride (JP17), Valacillin (TN)	 
D01697	Adehl (TN), Colforsin daropate hydrochloride (JAN), Nkh 477	107, 108, 109, 111, 112, 113, 114, 115, 196883, 55811
D01698	Dalcotidine (JAN/INN), KU 1257	3274
D01699	Darifenacin hydrobromide (JAN/USAN), Enablex (TN)	1131
D01700	Dibunate sodium (JAN), Sodium dibunate (INN)	 
D01701	Difeterol hydrochloride (JAN)	3269
D01702	Asterol (TN), Dimazole dihydrochloride (JAN)	 
D01703	Alvesco (TN), Ciclesonide (JAN/USAN/INN), Omnaris (TN), Zetonna (TN)	2908
D01704	Ariflo (TN), Cilomilast (JAN/USAN/INN)	5141, 5142, 5143, 5144
D01705	Allercur (TN), Clemizole hydrochloride (JAN), Reactrol (TN)	7224
D01706	Migrenin (JP17), Migrenin (TN)	 
D01707	Gadopentetate dimeglumine (JAN/USP), Magnevist (TN)	 
D01708	Cutivate (TN), Flonase (TN), Flovent (TN), Fluticasone propionate (JAN/USAN)	2908
D01709	Lorfenamin (TN), Loxonin (TN), Loxoprofen sodium hydrate (JP17)	5742, 5743
D01710	RXM, Roxithromycin (JP17/USAN/INN), Rulide (TN)	 
D01711	Sodium hypochlorite (JAN/USP), Texant (TN)	 
D01712	Theophylline sodium acetate (JAN)	10846, 134, 136, 27115, 50940, 5136, 5137, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5150, 5151, 5153, 8622
D01713	Alesion (TN), Elestat (TN), Epinastine hydrochloride (JAN)	3269
D01714	Iotrolan (JAN/USAN/INN), Isovist 300 (TN)	 
D01715	CT 112, Risarestat (INN)	231
D01716	FLRX, Fleroxacin (JAN/USAN/INN), Megalocin (TN), Megalone (TN)	 
D01717	Levocabastine hydrochloride (JAN/USAN), Livostin (TN)	3269
D01718	Mofezolac (JAN/INN), Mofezolac (TN)	5742
D01719	Iomeprol (JAN/USAN/INN), Iomeron 300 (TN)	 
D01720	Amorolfine hydrochloride (JAN), Pekiron (TN)	 
D01721	Pentaerithrityl tetranitrate (INN), Pentaerythritol tetranitrate (JAN), Pentritol tempules (TN)	 
D01722	Nopia (TN), Romurtide (JAN/INN)	 
D01723	Brocal (TN), Calcium bromide (JAN)	 
D01724	Alum, potassium (USP), Aluminum potassium sulfate (TN), Aluminum potassium sulfate hydrate (JP17)	 
D01725	Ferrous sulfate (USP), Ferrous sulfate hydrate (JP17), Tetucur-S (TN)	 
D01726	Potassium sulfate (JP17/USAN)	 
D01727	Calcium hypochlorite, Chlorinated lime (JP17)	 
D01728	Gypsum (JP17), Gypsum fibrosum (TN)	 
D01729	3-Iodobenzylguanidine (123I) (JAN), MyoMIBG-I 123 (TN), m-Iodobenzylguanidine-123I	 
D01730	Silver nitrate (JP17/USP), Silver nitrate (TN)	 
D01731	Potassium bromide (JP17), Potassium bromide (TN)	 
D01732	Anhydous sodium sulfate (JP17), Sodium sulfate, dried (JAN), Sodium sulfate, dried (TN)	 
D01733	Anecortave acetate (JAN/USAN)	 
D01734	Bravavir (TN), Sorivudine (JAN/USAN/INN)	 
D01735	Tocopherol acetate (JP17), Vectan (TN)	 
D01736	CBPZ, Cefbuperazone sodium (JP17), Keiperazon (TN)	 
D01737	Nandrolone furylpropionate (JAN)	367
D01738	Definity (TN), Perflutren (JAN/USAN/INN)	 
D01739	Bestcall (TN), CMX, Cefmenoxime hydrochloride (JP17/USP)	 
D01740	Barbital (JP17/INN), Barbital (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01741	Celiprolol hydrochloride (JAN/USAN), Selectol (TN)	153
D01742	Clast (TN), Clebopride malate (JP17)	1813
D01743	Haloart (TN), Halopredone acetate (JAN/USAN)	2908
D01744	Brotizolam (JP17/USAN/INN), Lendormin (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01745	Domperidone (JP17/USAN/INN), Motilium (TN)	1813
D01746	Menfegol (JAN/INN)	 
D01747	Idamycin (TN), Idarubicin hydrochloride (JP17/USP)	7153, 7155
D01748	Duvadilan (TN), Isoxsuprine hydrochloride (JP17/USP)	154
D01749	Helicosol (TN), Urea (13C) (JAN), Urea C13 (USP)	 
D01750	Idebenone (JAN/USAN/INN), Raxone (TN)	 
D01751	Fenipentol (JAN/INN)	 
D01752	Besigomsin (JAN/INN)	 
D01753	Dibekacin sulfate (JP17), Panimycin (TN)	 
D01754	Niceritrol (JP17/INN), Perycit (TN)	 
D01755	Dionosil oily (TN), Propyliodone (JAN/USP/INN)	 
D01756	Nitretamin (TN), Trolnitrate phosphate (JAN)	 
D01757	Bismuth subcarbonate (JAN/USP), Bismuth subcarbonate (TN)	 
D01758	Haloxazolam (JP17/INN), Somelin (TN)	2554, 2555, 2556, 2557, 2558, 2559, 2560, 2561, 2562, 2563, 2564, 2565, 2566, 2567, 2568, 55879
D01759	Acamylophenine hydrochloride (JAN), Camylophenine dihydrochloride	 
D01760	Cymerin (TN), Ranimustine (JAN/INN)	 
D01761	Hexabrix 320 (TN), Ioxaglic acid (JAN/USP/INN)	 
D01762	Dipyrone (USAN), Metamizole sodium salt monohydrate, Sulpyrine (TN), Sulpyrine hydrate (JP17)	 
D01763	Broxuridine (JAN/INN)	 
D01764	Afusona (TN), Diflucortolone valerate (JP17)	2908
D01765	Miridacin (TN), Proglumetacin maleate (JAN)	5742, 5743
D01766	Camostat mesilate (JP17), Camostat mesylate, Camostat monomethanesulfonate, Foipan (TN)	 
D01767	Tenoxicam (JAN/USAN/INN), Tilcotil (TN)	5742, 5743
D01768	Benoxil (TN), Benoxinate hydrochloride (USP), Oxybuprocaine hydrochloride (JP17)	11280, 6323, 6326, 6328, 6329, 6331, 6334, 6335, 6336
D01769	Fildesin (TN), Vindesine sulfate (JAN/USAN)	10381, 10382, 10383, 203068, 347688, 347733, 7280, 81027, 84617
D01770	Kantec (TN), Malotilate (JAN/USAN/INN)	 
D01771	Monophyllin (TN), Proxyphylline (JAN/INN)	10846, 134, 135, 136, 27115, 50940, 5136, 5137, 5138, 5139, 5140, 5141, 5142, 5143, 5144, 5150, 5151, 5153, 8622
